// entity-file. Comments start with //, categories start with -
// category-rows start with hyphens, according to the level of category. Toplevel-categories are fixed as Items, Creatures and Commands
// the next line is the version of this file and is used for the update-check
!2400000
-Items
// Name,Id,BP-Path,MaxStack
--Basic
Amarberry Seed,270,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Amarberry.PrimalItemConsumable_Seed_Amarberry'",100
Azulberry Seed,271,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Azulberry.PrimalItemConsumable_Seed_Azulberry'",100
Tintoberry Seed,272,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Tintoberry.PrimalItemConsumable_Seed_Tintoberry'",100
Narcoberry Seed,273,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Narcoberry.PrimalItemConsumable_Seed_Narcoberry'",100
Stimberry Seed,274,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Stimberry.PrimalItemConsumable_Seed_Stimberry'",100
Mejoberry Seed,275,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Mejoberry.PrimalItemConsumable_Seed_Mejoberry'",100
Citronal Seed,276,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Citronal.PrimalItemConsumable_Seed_Citronal'",100
Savoroot Seed,277,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Savoroot.PrimalItemConsumable_Seed_Savoroot'",100
Longrass Seed,278,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Longrass.PrimalItemConsumable_Seed_Longrass'",100
Rockarrot Seed,279,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_Rockarrot.PrimalItemConsumable_Seed_Rockarrot'",100
Plant Species X Seed,390,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_DefensePlant.PrimalItemConsumable_Seed_DefensePlant'",100
Plant Species X Seed,391,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/Seeds/PrimalItemConsumable_Seed_DefensePlant.PrimalItemConsumable_Seed_DefensePlant'",100
---Kibbles
Kibble (Ankylo Egg),327,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_AnkyloEgg.PrimalItemConsumable_Kibble_AnkyloEgg'",100
Kibble (Argentavis Egg),328,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_ArgentEgg.PrimalItemConsumable_Kibble_ArgentEgg'",100
Kibble (Titanoboa Egg),329,,100
Kibble (Carno Egg),330,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_CarnoEgg.PrimalItemConsumable_Kibble_CarnoEgg'",100
Kibble (Dilo Egg),331,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_DiloEgg.PrimalItemConsumable_Kibble_DiloEgg'",100
Kibble (Dodo Egg),332,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_DodoEgg.PrimalItemConsumable_Kibble_DodoEgg'",100
Kibble (Parasaur Egg),333,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_ParaEgg.PrimalItemConsumable_Kibble_ParaEgg'",100
Kibble (Pteranodon Egg),334,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_PteroEgg.PrimalItemConsumable_Kibble_PteroEgg'",100
Kibble (Raptor Egg),335,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_RaptorEgg.PrimalItemConsumable_Kibble_RaptorEgg'",100
Kibble (Rex Egg),336,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_RexEgg.PrimalItemConsumable_Kibble_RexEgg'",100
Kibble (Sarco Egg),337,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_SarcoEgg.PrimalItemConsumable_Kibble_SarcoEgg'",100
Kibble (Bronto Egg),338,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_SauroEgg.PrimalItemConsumable_Kibble_SauroEgg'",100
Kibble (Pulmonoscorpius Egg),339,,100
Kibble (Araneo Egg),340,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_SpiderEgg.PrimalItemConsumable_Kibble_SpiderEgg'",100
Kibble (Spino Egg),341,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_SpinoEgg.PrimalItemConsumable_Kibble_SpinoEgg'",100
Kibble (Stego Egg),342,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_StegoEgg.PrimalItemConsumable_Kibble_StegoEgg'",100
Kibble (Trike Egg),343,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TrikeEgg.PrimalItemConsumable_Kibble_TrikeEgg'",100
Kibble (Pachy Egg),419,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_PachyEgg.PrimalItemConsumable_Kibble_PachyEgg'",100
Kibble (Dimorph Egg),426,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_DimorphEgg.PrimalItemConsumable_Kibble_DimorphEgg'",100
Kibble (Carbonemys Egg),344,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_TurtleEgg.PrimalItemConsumable_Kibble_TurtleEgg'",100
Kibble (Quetzal Egg),,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_QuetzEgg.PrimalItemConsumable_Kibble_QuetzEgg'",100
Kibble (Kairuku Egg),,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_Kibble_KairukuEgg.PrimalItemConsumable_Kibble_KairukuEgg'",100
--Dyes
Red Coloring,58,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Red.PrimalEarthDye_Red'",100
Green Coloring,59,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Green.PrimalEarthDye_Green'",100
Blue Coloring,60,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Blue.PrimalEarthDye_Blue'",100
Yellow Coloring,61,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Yellow.PrimalEarthDye_Yellow'",100
Purple Coloring,62,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Purple.PrimalEarthDye_Purple'",100
Orange Coloring,63,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Orange.PrimalEarthDye_Orange'",100
Black Coloring,64,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Black.PrimalEarthDye_Black'",100
White Coloring,65,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_White.PrimalEarthDye_White'",100
Brown Coloring,66,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Brown.PrimalEarthDye_Brown'",100
Cyan Coloring,67,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Cyan.PrimalEarthDye_Cyan'",100
Purple Coloring,68,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Magenta.PrimalEarthDye_Magenta'",100
Forest Coloring,363,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Forest.PrimalEarthDye_Forest'",100
Parchment Coloring,364,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Parchment.PrimalEarthDye_Parchment'",100
Pink Coloring,365,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Pink.PrimalEarthDye_Pink'",100
Royalty Coloring,366,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Royalty.PrimalEarthDye_Royalty'",100
Silver Coloring,367,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Silver.PrimalEarthDye_Silver'",100
Sky Coloring,368,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Sky.PrimalEarthDye_Sky'",100
Tan Coloring,369,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Tan.PrimalEarthDye_Tan'",100
Tangerine Coloring,370,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Tangerine.PrimalEarthDye_Tangerine'",100
Magenta Coloring,406,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_ActuallyMagenta.PrimalEarthDye_ActuallyMagenta'",100
Brick Coloring,407,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Brick.PrimalEarthDye_Brick'",100
Cantaloupe Coloring,408,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Cantaloupe.PrimalEarthDye_Cantaloupe'",100
Mud Coloring,409,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Mud.PrimalEarthDye_Mud'",100
Navy Coloring,410,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Navy.PrimalEarthDye_Navy'",100
Olive Coloring,411,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Olive.PrimalEarthDye_Olive'",100
Slate Coloring,412,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/PrimalEarthDye_Slate.PrimalEarthDye_Slate'",100
--Armor
---Cloth
Cloth Pants,17,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothPants.PrimalItemArmor_ClothPants'",1
Cloth Shirt,18,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothShirt.PrimalItemArmor_ClothShirt'",1
Cloth Hat,19,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothHelmet.PrimalItemArmor_ClothHelmet'",1
Cloth Boots,20,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothBoots.PrimalItemArmor_ClothBoots'",1
Cloth Gloves,21,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Cloth/PrimalItemArmor_ClothGloves.PrimalItemArmor_ClothGloves'",1
---Hide
Hide Pants,22,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Hide/PrimalItemArmor_HidePants.PrimalItemArmor_HidePants'",1
Hide Shirt,23,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Hide/PrimalItemArmor_HideShirt.PrimalItemArmor_HideShirt'",1
Hide Hat,24,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Hide/PrimalItemArmor_HideHelmet.PrimalItemArmor_HideHelmet'",1
Hide Boots,25,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Hide/PrimalItemArmor_HideBoots.PrimalItemArmor_HideBoots'",1
Hide Gloves,26,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Hide/PrimalItemArmor_HideGloves.PrimalItemArmor_HideGloves'",1
---Chitin
Chitin Leggings,27,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Chitin/Hide/PrimalItemArmor_ChitinPants.PrimalItemArmor_ChitinPants'",1
Chitin Chestpiece,28,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Chitin/Hide/PrimalItemArmor_ChitinShirt.PrimalItemArmor_ChitinShirt'",1
Chitin Helmet,29,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinHelmet.PrimalItemArmor_ChitinHelmet'",1
Chitin Boots,30,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinBoots.PrimalItemArmor_ChitinBoots'",1
Chitin Gauntlets,31,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Chitin/PrimalItemArmor_ChitinGloves.PrimalItemArmor_ChitinGloves'",1
---Flak
Flak Leggings,222,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalPants.PrimalItemArmor_MetalPants'",1
Flak Chestpiece,223,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalShirt.PrimalItemArmor_MetalShirt'",1
Flak Helmet,224,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalHelmet.PrimalItemArmor_MetalHelmet'",1
Flak Boots,225,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalBoots.PrimalItemArmor_MetalBoots'",1
Flak Gauntlets,226,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MetalGloves.PrimalItemArmor_MetalGloves'",1
---Fur
Fur Leggings,429,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurPants.PrimalItemArmor_FurPants'",1
Fur Chestpiece,430,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurShirt.PrimalItemArmor_FurShirt'",1
Fur Cap,431,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurHelmet.PrimalItemArmor_FurHelmet'",1
Fur Boots,432,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurBoots.PrimalItemArmor_FurBoots'",1
Fur Gauntlets,433,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Fur/PrimalItemArmor_FurGloves.PrimalItemArmor_FurGloves'",1
---SCUBA
SCUBA Tank,387,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaShirt_SuitWithTank.PrimalItemArmor_ScubaShirt_SuitWithTank'",1
SCUBA Mask,388,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaHelmet_Goggles.PrimalItemArmor_ScubaHelmet_Goggles'",1
SCUBA Flippers,389,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaBoots_Flippers.PrimalItemArmor_ScubaBoots_Flippers'",1
SCUBA Leggings,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/SCUBA/PrimalItemArmor_ScubaPants.PrimalItemArmor_ScubaPants'",1
---Riot
Riot Boots,449,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotBoots.PrimalItemArmor_RiotBoots'",1
Riot Chestpiece,447,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotShirt.PrimalItemArmor_RiotShirt'",1
Riot Gauntlets,448,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotGloves.PrimalItemArmor_RiotGloves'",1
Riot Leggings,446,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotPants.PrimalItemArmor_RiotPants'",1
Riot Helmet,450,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Riot/PrimalItemArmor_RiotHelmet.PrimalItemArmor_RiotHelmet'",1
---Other
Heavy Miner's Helmet,305,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Metal/PrimalItemArmor_MinersHelmet.PrimalItemArmor_MinersHelmet'",100
---Ghilli
Ghillie Boots,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieBoots.PrimalItemArmor_GhillieBoots'",1
Ghillie Chestpiece,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieShirt.PrimalItemArmor_GhillieShirt'",1
Ghillie Gauntlets,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieGloves.PrimalItemArmor_GhillieGloves'",1
Ghillie Leggings,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhilliePants.PrimalItemArmor_GhilliePants'",1
Ghillie Mask,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Armor/Ghillie/PrimalItemArmor_GhillieHelmet.PrimalItemArmor_GhillieHelmet'",1
--Structures
Campfire,39,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/PrimalItemStructure_Campfire.PrimalItemStructure_Campfire'",3
Standing Torch,40,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/PrimalItemStructure_StandingTorch.PrimalItemStructure_StandingTorch'",3
Hide Sleeping Bag,41,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/PrimalItemStructure_SleepingBag_Hide.PrimalItemStructure_SleepingBag_Hide'",3
Wall Torch,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_WallTorch.PrimalItemStructure_WallTorch'",100
Stone Fireplace,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_Fireplace.PrimalItemStructure_Fireplace'",3
--Skins
Pistol Hat Skins,71,,1
--Feces
Small Animal Feces,54,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_DinoPoopSmall.PrimalItemConsumable_DinoPoopSmall'",1
Human Feces,55,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_HumanPoop.PrimalItemConsumable_HumanPoop'",1
Medium Animal Feces,286,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_DinoPoopMedium.PrimalItemConsumable_DinoPoopMedium'",1
Large Animal Feces,287,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Consumables/PrimalItemConsumable_DinoPoopLarge.PrimalItemConsumable_DinoPoopLarge'",1
--Structures
---Flags
Spider Flag,284,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_Flag_Spider.PrimalItemStructure_Flag_Spider'",100
Multi-Panel Flag,280,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_Flag.PrimalItemStructure_Flag'",100
Single Panel Flag,374,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_Flag_Single.PrimalItemStructure_Flag_Single'",100
---Storage
Storage Box,105,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_StorageBox_Small.PrimalItemStructure_StorageBox_Small'",100
Large Storage Box,106,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_StorageBox_Large.PrimalItemStructure_StorageBox_Large'",100
Feeding Trough,375,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_FeedingTrough.PrimalItemStructure_FeedingTrough'",100
Preserving Bin,295,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_PreservingBin.PrimalItemStructure_PreservingBin'",100
Vault,306,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_StorageBox_Huge.PrimalItemStructure_StorageBox_Huge'",100
Bookshelf,309,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Misc/PrimalItemStructure_Bookshelf.PrimalItemStructure_Bookshelf'",100
---Thatch
Thatch Roof,79,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Thatch/PrimalItemStructure_ThatchCeiling.PrimalItemStructure_ThatchCeiling'",100
Thatch Door,80,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Thatch/PrimalItemStructure_ThatchDoor.PrimalItemStructure_ThatchDoor'",100
Thatch Foundation,81,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Thatch/PrimalItemStructure_ThatchFloor.PrimalItemStructure_ThatchFloor'",100
Thatch Wall,82,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Thatch/PrimalItemStructure_ThatchWall.PrimalItemStructure_ThatchWall'",100
Thatch Doorframe,83,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Thatch/PrimalItemStructure_ThatchWallWithDoor.PrimalItemStructure_ThatchWallWithDoor'",100
Thatch Roof (sloped),394,,100
Sloped Thatch Wall Left,395,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Roofs/Thatch/PrimalItemStructure_ThatchWall_Sloped_Left.PrimalItemStructure_ThatchWall_Sloped_Left'",100
Sloped Thatch Wall Right,396,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Roofs/Thatch/PrimalItemStructure_ThatchWall_Sloped_Right.PrimalItemStructure_ThatchWall_Sloped_Right'",100
---Wood
Wooden Catwalk,84,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodCatwalk.PrimalItemStructure_WoodCatwalk'",100
Wooden Ceiling,85,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodCeiling.PrimalItemStructure_WoodCeiling'",100
Wooden Hatchframe,86,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodCeilingWithTrapdoor.PrimalItemStructure_WoodCeilingWithTrapdoor'",100
Wooden Door,87,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodDoor.PrimalItemStructure_WoodDoor'",100
Wooden Foundation,88,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodFloor.PrimalItemStructure_WoodFloor'",100
Wooden Ladder,89,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodLadder.PrimalItemStructure_WoodLadder'",100
Wooden Pillar,90,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodPillar.PrimalItemStructure_WoodPillar'",100
Wooden Ramp,91,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodRamp.PrimalItemStructure_WoodRamp'",100
Wooden Trapdoor,92,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodTrapdoor.PrimalItemStructure_WoodTrapdoor'",100
Wooden Wall,93,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodWall.PrimalItemStructure_WoodWall'",100
Wooden Doorframe,94,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodWallWithDoor.PrimalItemStructure_WoodWallWithDoor'",100
Wooden Windowframe,95,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodWallWithWindow.PrimalItemStructure_WoodWallWithWindow'",100
Wooden Window,96,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodWindow.PrimalItemStructure_WoodWindow'",100
Wooden Sign,97,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodSign.PrimalItemStructure_WoodSign'",100
Wooden Fence Foundation,136,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodFenceFoundation.PrimalItemStructure_WoodFenceFoundation'",100
Dinosaur Gateway,143,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodGateframe.PrimalItemStructure_WoodGateframe'",100
Dinosaur Gate,147,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodGate.PrimalItemStructure_WoodGate'",100
Wooden Roof,397,,100
Sloped Wood Wall Left,398,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Roofs/Wood/PrimalItemStructure_WoodWall_Sloped_Left.PrimalItemStructure_WoodWall_Sloped_Left'",100
Sloped Wood Wall Right,399,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Roofs/Wood/PrimalItemStructure_WoodWall_Sloped_Right.PrimalItemStructure_WoodWall_Sloped_Right'",100
Wooden Billboard,221,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodSign_Large.PrimalItemStructure_WoodSign_Large'",100
Wooden Wall Sign,264,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodSign_Wall.PrimalItemStructure_WoodSign_Wall'",100
Wooden Spike Wall,307,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodSpikeWall.PrimalItemStructure_WoodSpikeWall'",100
Wooden Railing,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodRailing.PrimalItemStructure_WoodRailing'",100
Wooden Cage,,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Wooden/PrimalItemStructure_WoodCage.PrimalItemStructure_WoodCage'",100
---Stone
Stone Ceiling,315,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Stone/PrimalItemStructure_StoneCeiling.PrimalItemStructure_StoneCeiling'",100
Stone Hatchframe,316,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Stone/PrimalItemStructure_StoneCeilingWithTrapdoor.PrimalItemStructure_StoneCeilingWithTrapdoor'",100
Reinforced Wooden Door,317,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Stone/PrimalItemStructure_StoneDoor.PrimalItemStructure_StoneDoor'",100
Stone Foundation,318,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Stone/PrimalItemStructure_StoneFloor.PrimalItemStructure_StoneFloor'",100
Reinforced Dinosaur Gate,319,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Stone/PrimalItemStructure_StoneGate.PrimalItemStructure_StoneGate'",100
Stone Dinosaur Gateway,320,"Blueprint'/Game/PrimalEarth/CoreBlueprints/Items/Structures/Stone/PrimalItemStructure_StoneGateframe.PrimalItemStructure_StoneGateframe'",100
